snapshot,time,latitude,longitude,chl
before,2024-03-15,35.0,-40.75,1.018294
before,2024-03-15,35.0,-40.5,0.895965
before,2024-03-15,35.0,-40.25,0.913911
before,2024-03-15,35.0,-40.0,0.976204
before,2024-03-15,35.0,-39.75,0.913688
before,2024-03-15,35.0,-39.5,0.778856
before,2024-03-15,35.0,-39.25,0.605025
before,2024-03-15,35.0,-39.0,0.501144
before,2024-03-15,35.0,-38.75,0.542369
before,2024-03-15,35.0,-38.5,0.578628
before,2024-03-15,35.0,-38.25,0.535666
before,2024-03-15,35.0,-38.0,0.467795
before,2024-03-15,35.0,-37.75,0.480329
before,2024-03-15,35.0,-37.5,0.567271
before,2024-03-15,35.0,-37.25,0.650943
before,2024-03-15,35.0,-37.0,0.499315
before,2024-03-15,35.0,-36.75,0.288635
before,2024-03-15,35.0,-36.5,0.250121
before,2024-03-15,35.0,-36.25,0.242646
before,2024-03-15,35.0,-36.0,0.231693
before,2024-03-15,35.0,-35.75,0.2181
before,2024-03-15,35.0,-35.5,0.210461
before,2024-03-15,35.0,-35.25,0.224154
before,2024-03-15,35.0,-35.0,0.221983
before,2024-03-15,35.0,-34.75,0.209324
before,2024-03-15,35.0,-34.5,0.240071
before,2024-03-15,35.0,-34.25,0.389247
before,2024-03-15,35.0,-34.0,0.571532
before,2024-03-15,35.0,-33.75,0.583717
before,2024-03-15,35.0,-33.5,0.452232
before,2024-03-15,35.0,-33.25,0.302563
before,2024-03-15,35.0,-33.0,0.236721
before,2024-03-15,35.0,-32.75,0.268903
before,2024-03-15,35.0,-32.5,0.279519
before,2024-03-15,35.0,-32.25,0.256574
before,2024-03-15,35.0,-32.0,0.236276
before,2024-03-15,35.0,-31.75,0.223329
before,2024-03-15,35.0,-31.5,0.222549
before,2024-03-15,35.0,-31.25,0.199741
before,2024-03-15,35.0,-31.0,0.161219
before,2024-03-15,35.0,-30.75,0.131393
before,2024-03-15,35.0,-30.5,0.142089
before,2024-03-15,35.0,-30.25,0.161221
before,2024-03-15,35.0,-30.0,0.164283
before,2024-03-15,35.0,-29.75,0.163996
before,2024-03-15,35.0,-29.5,0.166385
before,2024-03-15,35.0,-29.25,0.163184
before,2024-03-15,35.0,-29.0,0.149321
before,2024-03-15,35.0,-28.75,0.137078
before,2024-03-15,35.0,-28.5,0.129679
before,2024-03-15,35.0,-28.25,0.151647
before,2024-03-15,35.0,-28.0,0.158158
before,2024-03-15,35.0,-27.75,0.163244
before,2024-03-15,35.0,-27.5,0.165276
before,2024-03-15,35.0,-27.25,0.166968
before,2024-03-15,35.0,-27.0,0.168167
before,2024-03-15,35.0,-26.75,0.17086
before,2024-03-15,35.0,-26.5,0.157368
before,2024-03-15,35.0,-26.25,0.15909
before,2024-03-15,35.0,-26.0,0.148982
before,2024-03-15,35.0,-25.75,0.14811
before,2024-03-15,35.0,-25.5,0.143251
before,2024-03-15,35.0,-25.25,0.141902
before,2024-03-15,35.0,-25.0,0.142194
before,2024-03-15,35.0,-24.75,0.139621
before,2024-03-15,35.0,-24.5,0.132814
before,2024-03-15,35.0,-24.25,0.122052
before,2024-03-15,35.0,-24.0,0.097224
before,2024-03-15,35.0,-23.75,0.090098
before,2024-03-15,35.0,-23.5,0.088659
before,2024-03-15,35.0,-23.25,0.095132
before,2024-03-15,35.0,-23.0,0.102717
before,2024-03-15,35.0,-22.75,0.107194
before,2024-03-15,35.0,-22.5,0.109106
before,2024-03-15,35.0,-22.25,0.112105
before,2024-03-15,35.0,-22.0,0.117514
before,2024-03-15,35.0,-21.75,0.115707
before,2024-03-15,35.0,-21.5,0.115794
before,2024-03-15,35.0,-21.25,0.135102
before,2024-03-15,35.0,-21.0,0.128732
before,2024-03-15,35.0,-20.75,0.153989
before,2024-03-15,35.0,-20.5,0.17117
before,2024-03-15,35.0,-20.25,0.1708
before,2024-03-15,35.0,-20.0,0.16876
before,2024-03-15,35.0,-19.75,0.174059
before,2024-03-15,35.0,-19.5,0.17637
before,2024-03-15,35.0,-19.25,0.181294
before,2024-03-15,35.0,-19.0,0.192032
before,2024-03-15,35.0,-18.75,0.213311
before,2024-03-15,35.0,-18.5,0.217345
before,2024-03-15,35.0,-18.25,0.210181
before,2024-03-15,35.0,-18.0,0.188931
before,2024-03-15,35.0,-17.75,0.16456
before,2024-03-15,35.0,-17.5,0.160962
before,2024-03-15,35.0,-17.25,0.166677
before,2024-03-15,35.0,-17.0,0.161558
before,2024-03-15,35.0,-16.75,0.166823
before,2024-03-15,35.0,-16.5,0.172814
before,2024-03-15,35.0,-16.25,0.175246
before,2024-03-15,35.0,-16.0,0.174606
before,2024-03-15,35.0,-15.75,0.165078
before,2024-03-15,35.0,-15.5,0.156367
before,2024-03-15,35.0,-15.25,0.164526
before,2024-03-15,35.0,-15.0,0.206804
before,2024-03-15,35.0,-14.75,0.260433
before,2024-03-15,35.0,-14.5,0.269554
before,2024-03-15,35.0,-14.25,0.247009
before,2024-03-15,35.0,-14.0,0.223236
before,2024-03-15,35.0,-13.75,0.214343
before,2024-03-15,35.0,-13.5,0.196819
before,2024-03-15,35.0,-13.25,0.175612
before,2024-03-15,35.0,-13.0,0.169872
before,2024-03-15,35.0,-12.75,0.166012
before,2024-03-15,35.0,-12.5,0.162377
before,2024-03-15,35.0,-12.25,0.142805
before,2024-03-15,35.0,-12.0,0.136437
before,2024-03-15,35.0,-11.75,0.151934
before,2024-03-15,35.0,-11.5,0.190659
before,2024-03-15,35.0,-11.25,0.184125
before,2024-03-15,35.0,-11.0,0.196878
before,2024-03-15,35.0,-10.75,0.22008
before,2024-03-15,35.0,-10.5,0.226141
before,2024-03-15,35.0,-10.25,0.229829
before,2024-03-15,35.0,-10.0,0.264662
before,2024-03-15,35.25,-60.0,0.211224
before,2024-03-15,35.25,-59.75,0.203581
before,2024-03-15,35.25,-59.5,0.208903
before,2024-03-15,35.25,-59.25,0.226296
before,2024-03-15,35.25,-59.0,0.253088
before,2024-03-15,35.25,-58.75,0.264244
before,2024-03-15,35.25,-58.5,0.265065
before,2024-03-15,35.25,-58.25,0.246035
before,2024-03-15,35.25,-58.0,0.168191
before,2024-03-15,35.25,-57.75,0.158439
before,2024-03-15,35.25,-57.5,0.184564
before,2024-03-15,35.25,-57.25,0.188996
before,2024-03-15,35.25,-57.0,0.193965
before,2024-03-15,35.25,-56.75,0.176948
before,2024-03-15,35.25,-56.5,0.176175
before,2024-03-15,35.25,-56.25,0.179125
before,2024-03-15,35.25,-56.0,0.171292
before,2024-03-15,35.25,-55.75,0.155475
before,2024-03-15,35.25,-55.5,0.164616
before,2024-03-15,35.25,-55.25,0.144574
before,2024-03-15,35.25,-55.0,0.12952
before,2024-03-15,35.25,-54.75,0.119382
before,2024-03-15,35.25,-54.5,0.123052
before,2024-03-15,35.25,-54.25,0.136056
before,2024-03-15,35.25,-54.0,0.146856
before,2024-03-15,35.25,-53.75,0.14285
before,2024-03-15,35.25,-53.5,0.135621
before,2024-03-15,35.25,-53.25,0.136943
before,2024-03-15,35.25,-53.0,0.160585
before,2024-03-15,35.25,-52.75,0.151867
before,2024-03-15,35.25,-52.5,0.137412
before,2024-03-15,35.25,-52.25,0.144419
before,2024-03-15,35.25,-52.0,0.130811
before,2024-03-15,35.25,-51.75,0.149754
before,2024-03-15,35.25,-51.5,0.18592
before,2024-03-15,35.25,-51.25,0.189273
before,2024-03-15,35.25,-51.0,0.188777
before,2024-03-15,35.25,-50.75,0.178178
before,2024-03-15,35.25,-50.5,0.156376
before,2024-03-15,35.25,-50.25,0.148829
before,2024-03-15,35.25,-50.0,0.150606
before,2024-03-15,35.25,-49.75,0.164221
before,2024-03-15,35.25,-49.5,0.287117
before,2024-03-15,35.25,-49.25,0.333431
before,2024-03-15,35.25,-49.0,0.216488
before,2024-03-15,35.25,-48.75,0.117606
before,2024-03-15,35.25,-48.5,0.097622
before,2024-03-15,35.25,-48.25,0.103576
before,2024-03-15,35.25,-48.0,0.116383
before,2024-03-15,35.25,-47.75,0.151426
before,2024-03-15,35.25,-47.5,0.292218
before,2024-03-15,35.25,-47.25,0.366712
before,2024-03-15,35.25,-47.0,0.398389
before,2024-03-15,35.25,-46.75,0.427143
before,2024-03-15,35.25,-46.5,0.428194
before,2024-03-15,35.25,-46.25,0.477334
before,2024-03-15,35.25,-46.0,0.612953
before,2024-03-15,35.25,-45.75,0.692934
before,2024-03-15,35.25,-45.5,0.746011
before,2024-03-15,35.25,-45.25,0.767255
before,2024-03-15,35.25,-45.0,0.775245
before,2024-03-15,35.25,-44.75,0.839309
before,2024-03-15,35.25,-44.5,0.851363
before,2024-03-15,35.25,-44.25,0.741036
before,2024-03-15,35.25,-44.0,0.562697
before,2024-03-15,35.25,-43.75,0.375248
before,2024-03-15,35.25,-43.5,0.323098
before,2024-03-15,35.25,-43.25,0.303443
before,2024-03-15,35.25,-43.0,0.32604
before,2024-03-15,35.25,-42.75,0.384377
before,2024-03-15,35.25,-42.5,0.531594
before,2024-03-15,35.25,-42.25,0.56501
before,2024-03-15,35.25,-42.0,0.764904
before,2024-03-15,35.25,-41.75,1.024268
before,2024-03-15,35.25,-41.5,1.161594
before,2024-03-15,35.25,-41.25,1.204081
before,2024-03-15,35.25,-41.0,1.141543
before,2024-03-15,35.25,-40.75,0.93581
before,2024-03-15,35.25,-40.5,0.875554
before,2024-03-15,35.25,-40.25,0.876953
before,2024-03-15,35.25,-40.0,0.886032
before,2024-03-15,35.25,-39.75,0.880294
before,2024-03-15,35.25,-39.5,0.793604
before,2024-03-15,35.25,-39.25,0.665892
before,2024-03-15,35.25,-39.0,0.518071
before,2024-03-15,35.25,-38.75,0.455497
before,2024-03-15,35.25,-38.5,0.423405
before,2024-03-15,35.25,-38.25,0.393372
before,2024-03-15,35.25,-38.0,0.37092
before,2024-03-15,35.25,-37.75,0.379727
before,2024-03-15,35.25,-37.5,0.500782
before,2024-03-15,35.25,-37.25,0.621572
before,2024-03-15,35.25,-37.0,0.590908
before,2024-03-15,35.25,-36.75,0.496486
before,2024-03-15,35.25,-36.5,0.374399
before,2024-03-15,35.25,-36.25,0.29909
before,2024-03-15,35.25,-36.0,0.281615
before,2024-03-15,35.25,-35.75,0.284271
before,2024-03-15,35.25,-35.5,0.235232
before,2024-03-15,35.25,-35.25,0.214816
before,2024-03-15,35.25,-35.0,0.219119
before,2024-03-15,35.25,-34.75,0.332047
before,2024-03-15,35.25,-34.5,0.569305
before,2024-03-15,35.25,-34.25,0.676193
before,2024-03-15,35.25,-34.0,0.640797
before,2024-03-15,35.25,-33.75,0.484705
before,2024-03-15,35.25,-33.5,0.312496
before,2024-03-15,35.25,-33.25,0.265692
before,2024-03-15,35.25,-33.0,0.216802
before,2024-03-15,35.25,-32.75,0.246332
before,2024-03-15,35.25,-32.5,0.248372
before,2024-03-15,35.25,-32.25,0.245563
before,2024-03-15,35.25,-32.0,0.242432
before,2024-03-15,35.25,-31.75,0.234384
before,2024-03-15,35.25,-31.5,0.222715
before,2024-03-15,35.25,-31.25,0.236294
before,2024-03-15,35.25,-31.0,0.211691
before,2024-03-15,35.25,-30.75,0.187407
before,2024-03-15,35.25,-30.5,0.191791
before,2024-03-15,35.25,-30.25,0.189464
before,2024-03-15,35.25,-30.0,0.183986
before,2024-03-15,35.25,-29.75,0.180894
before,2024-03-15,35.25,-29.5,0.180424
before,2024-03-15,35.25,-29.25,0.172599
before,2024-03-15,35.25,-29.0,0.161732
before,2024-03-15,35.25,-28.75,0.15512
before,2024-03-15,35.25,-28.5,0.140046
before,2024-03-15,35.25,-28.25,0.150414
before,2024-03-15,35.25,-28.0,0.169913
before,2024-03-15,35.25,-27.75,0.173488
before,2024-03-15,35.25,-27.5,0.17035
before,2024-03-15,35.25,-27.25,0.17447
before,2024-03-15,35.25,-27.0,0.177449
before,2024-03-15,35.25,-26.75,0.174557
before,2024-03-15,35.25,-26.5,0.168514
before,2024-03-15,35.25,-26.25,0.170339
before,2024-03-15,35.25,-26.0,0.168102
before,2024-03-15,35.25,-25.75,0.158348
before,2024-03-15,35.25,-25.5,0.135655
before,2024-03-15,35.25,-25.25,0.123279
before,2024-03-15,35.25,-25.0,0.118829
before,2024-03-15,35.25,-24.75,0.123185
before,2024-03-15,35.25,-24.5,0.126417
before,2024-03-15,35.25,-24.25,0.112345
before,2024-03-15,35.25,-24.0,0.090585
before,2024-03-15,35.25,-23.75,0.092984
before,2024-03-15,35.25,-23.5,0.099678
before,2024-03-15,35.25,-23.25,0.107227
before,2024-03-15,35.25,-23.0,0.109029
before,2024-03-15,35.25,-22.75,0.108079
before,2024-03-15,35.25,-22.5,0.108528
before,2024-03-15,35.25,-22.25,0.115135
before,2024-03-15,35.25,-22.0,0.125334
before,2024-03-15,35.25,-21.75,0.125847
before,2024-03-15,35.25,-21.5,0.116486
before,2024-03-15,35.25,-21.25,0.127464
before,2024-03-15,35.25,-21.0,0.121232
before,2024-03-15,35.25,-20.75,0.127276
before,2024-03-15,35.25,-20.5,0.146817
before,2024-03-15,35.25,-20.25,0.15748
before,2024-03-15,35.25,-20.0,0.166408
before,2024-03-15,35.25,-19.75,0.178063
before,2024-03-15,35.25,-19.5,0.183161
before,2024-03-15,35.25,-19.25,0.189877
before,2024-03-15,35.25,-19.0,0.20378
before,2024-03-15,35.25,-18.75,0.215858
before,2024-03-15,35.25,-18.5,0.212361
before,2024-03-15,35.25,-18.25,0.199505
before,2024-03-15,35.25,-18.0,0.177819
before,2024-03-15,35.25,-17.75,0.162145
before,2024-03-15,35.25,-17.5,0.159642
before,2024-03-15,35.25,-17.25,0.167083
before,2024-03-15,35.25,-17.0,0.165645
before,2024-03-15,35.25,-16.75,0.16613
before,2024-03-15,35.25,-16.5,0.165182
before,2024-03-15,35.25,-16.25,0.162264
before,2024-03-15,35.25,-16.0,0.157269
before,2024-03-15,35.25,-15.75,0.15045
before,2024-03-15,35.25,-15.5,0.155386
before,2024-03-15,35.25,-15.25,0.190634
before,2024-03-15,35.25,-15.0,0.25524
before,2024-03-15,35.25,-14.75,0.319719
before,2024-03-15,35.25,-14.5,0.340299
before,2024-03-15,35.25,-14.25,0.289561
before,2024-03-15,35.25,-14.0,0.223816
before,2024-03-15,35.25,-13.75,0.197629
before,2024-03-15,35.25,-13.5,0.194767
before,2024-03-15,35.25,-13.25,0.189265
before,2024-03-15,35.25,-13.0,0.181829
before,2024-03-15,35.25,-12.75,0.171638
before,2024-03-15,35.25,-12.5,0.205205
before,2024-03-15,35.25,-12.25,0.203873
before,2024-03-15,35.25,-12.0,0.206909
before,2024-03-15,35.25,-11.75,0.210903
before,2024-03-15,35.25,-11.5,0.224296
before,2024-03-15,35.25,-11.25,0.232563
before,2024-03-15,35.25,-11.0,0.218466
before,2024-03-15,35.25,-10.75,0.219883
before,2024-03-15,35.25,-10.5,0.219345
before,2024-03-15,35.25,-10.25,0.212497
before,2024-03-15,35.25,-10.0,0.238603
before,2024-03-15,35.5,-60.0,0.176169
before,2024-03-15,35.5,-59.75,0.181104
before,2024-03-15,35.5,-59.5,0.178024
before,2024-03-15,35.5,-59.25,0.198299
before,2024-03-15,35.5,-59.0,0.214031
before,2024-03-15,35.5,-58.75,0.233728
before,2024-03-15,35.5,-58.5,0.246608
before,2024-03-15,35.5,-58.25,0.245362
before,2024-03-15,35.5,-58.0,0.190075
before,2024-03-15,35.5,-57.75,0.151888
before,2024-03-15,35.5,-57.5,0.16631
before,2024-03-15,35.5,-57.25,0.18757
before,2024-03-15,35.5,-57.0,0.174609
before,2024-03-15,35.5,-56.75,0.161936
before,2024-03-15,35.5,-56.5,0.163297
before,2024-03-15,35.5,-56.25,0.168172
before,2024-03-15,35.5,-56.0,0.154848
before,2024-03-15,35.5,-55.75,0.139941
before,2024-03-15,35.5,-55.5,0.135934
before,2024-03-15,35.5,-55.25,0.127678
before,2024-03-15,35.5,-55.0,0.122477
before,2024-03-15,35.5,-54.75,0.120264
before,2024-03-15,35.5,-54.5,0.126215
before,2024-03-15,35.5,-54.25,0.139943
before,2024-03-15,35.5,-54.0,0.140201
before,2024-03-15,35.5,-53.75,0.144643
before,2024-03-15,35.5,-53.5,0.144233
before,2024-03-15,35.5,-53.25,0.144534
before,2024-03-15,35.5,-53.0,0.155797
before,2024-03-15,35.5,-52.75,0.155322
before,2024-03-15,35.5,-52.5,0.140797
before,2024-03-15,35.5,-52.25,0.146349
before,2024-03-15,35.5,-52.0,0.144215
before,2024-03-15,35.5,-51.75,0.129865
before,2024-03-15,35.5,-51.5,0.148407
before,2024-03-15,35.5,-51.25,0.162976
before,2024-03-15,35.5,-51.0,0.160388
before,2024-03-15,35.5,-50.75,0.164349
before,2024-03-15,35.5,-50.5,0.154285
before,2024-03-15,35.5,-50.25,0.143124
before,2024-03-15,35.5,-50.0,0.141256
before,2024-03-15,35.5,-49.75,0.126768
before,2024-03-15,35.5,-49.5,0.119918
before,2024-03-15,35.5,-49.25,0.120714
before,2024-03-15,35.5,-49.0,0.119967
before,2024-03-15,35.5,-48.75,0.116879
before,2024-03-15,35.5,-48.5,0.111262
before,2024-03-15,35.5,-48.25,0.114552
before,2024-03-15,35.5,-48.0,0.147664
before,2024-03-15,35.5,-47.75,0.239301
before,2024-03-15,35.5,-47.5,0.371869
before,2024-03-15,35.5,-47.25,0.347404
before,2024-03-15,35.5,-47.0,0.331684
before,2024-03-15,35.5,-46.75,0.366949
before,2024-03-15,35.5,-46.5,0.400054
before,2024-03-15,35.5,-46.25,0.41521
before,2024-03-15,35.5,-46.0,0.420761
before,2024-03-15,35.5,-45.75,0.427683
before,2024-03-15,35.5,-45.5,0.439288
before,2024-03-15,35.5,-45.25,0.500916
before,2024-03-15,35.5,-45.0,0.663611
before,2024-03-15,35.5,-44.75,0.854774
before,2024-03-15,35.5,-44.5,0.866181
before,2024-03-15,35.5,-44.25,0.802714
before,2024-03-15,35.5,-44.0,0.688566
before,2024-03-15,35.5,-43.75,0.542955
before,2024-03-15,35.5,-43.5,0.469871
before,2024-03-15,35.5,-43.25,0.448359
before,2024-03-15,35.5,-43.0,0.445173
before,2024-03-15,35.5,-42.75,0.496182
before,2024-03-15,35.5,-42.5,0.545803
before,2024-03-15,35.5,-42.25,0.59646
before,2024-03-15,35.5,-42.0,0.639089
before,2024-03-15,35.5,-41.75,0.817124
before,2024-03-15,35.5,-41.5,1.017541
before,2024-03-15,35.5,-41.25,1.123329
before,2024-03-15,35.5,-41.0,0.773675
before,2024-03-15,35.5,-40.75,0.71264
before,2024-03-15,35.5,-40.5,0.718724
before,2024-03-15,35.5,-40.25,0.779047
before,2024-03-15,35.5,-40.0,0.716896
before,2024-03-15,35.5,-39.75,0.774397
before,2024-03-15,35.5,-39.5,0.766207
before,2024-03-15,35.5,-39.25,0.613655
before,2024-03-15,35.5,-39.0,0.491424
before,2024-03-15,35.5,-38.75,0.446083
before,2024-03-15,35.5,-38.5,0.4212
before,2024-03-15,35.5,-38.25,0.420378
before,2024-03-15,35.5,-38.0,0.393779
before,2024-03-15,35.5,-37.75,0.388176
before,2024-03-15,35.5,-37.5,0.551041
before,2024-03-15,35.5,-37.25,0.612556
before,2024-03-15,35.5,-37.0,0.57533
before,2024-03-15,35.5,-36.75,0.506262
before,2024-03-15,35.5,-36.5,0.466444
before,2024-03-15,35.5,-36.25,0.423546
before,2024-03-15,35.5,-36.0,0.388473
before,2024-03-15,35.5,-35.75,0.336749
before,2024-03-15,35.5,-35.5,0.30427
before,2024-03-15,35.5,-35.25,0.251849
before,2024-03-15,35.5,-35.0,0.331054
before,2024-03-15,35.5,-34.75,0.763473
before,2024-03-15,35.5,-34.5,0.778691
before,2024-03-15,35.5,-34.25,0.679281
before,2024-03-15,35.5,-34.0,0.480523
before,2024-03-15,35.5,-33.75,0.320669
before,2024-03-15,35.5,-33.5,0.231346
before,2024-03-15,35.5,-33.25,0.237649
before,2024-03-15,35.5,-33.0,0.233517
before,2024-03-15,35.5,-32.75,0.236604
before,2024-03-15,35.5,-32.5,0.240896
before,2024-03-15,35.5,-32.25,0.22981
before,2024-03-15,35.5,-32.0,0.223186
before,2024-03-15,35.5,-31.75,0.237416
before,2024-03-15,35.5,-31.5,0.22543
before,2024-03-15,35.5,-31.25,0.235013
before,2024-03-15,35.5,-31.0,0.231689
before,2024-03-15,35.5,-30.75,0.226084
before,2024-03-15,35.5,-30.5,0.217864
before,2024-03-15,35.5,-30.25,0.193731
before,2024-03-15,35.5,-30.0,0.186148
before,2024-03-15,35.5,-29.75,0.184813
before,2024-03-15,35.5,-29.5,0.18848
before,2024-03-15,35.5,-29.25,0.17785
before,2024-03-15,35.5,-29.0,0.163572
before,2024-03-15,35.5,-28.75,0.155171
before,2024-03-15,35.5,-28.5,0.159899
before,2024-03-15,35.5,-28.25,0.144633
before,2024-03-15,35.5,-28.0,0.159798
before,2024-03-15,35.5,-27.75,0.169406
before,2024-03-15,35.5,-27.5,0.165399
before,2024-03-15,35.5,-27.25,0.17418
before,2024-03-15,35.5,-27.0,0.184422
before,2024-03-15,35.5,-26.75,0.180473
before,2024-03-15,35.5,-26.5,0.176857
before,2024-03-15,35.5,-26.25,0.170497
before,2024-03-15,35.5,-26.0,0.174429
before,2024-03-15,35.5,-25.75,0.159879
before,2024-03-15,35.5,-25.5,0.127067
before,2024-03-15,35.5,-25.25,0.117288
before,2024-03-15,35.5,-25.0,0.11259
before,2024-03-15,35.5,-24.75,0.115227
before,2024-03-15,35.5,-24.5,0.116299
before,2024-03-15,35.5,-24.25,0.096043
before,2024-03-15,35.5,-24.0,0.090141
before,2024-03-15,35.5,-23.75,0.098165
before,2024-03-15,35.5,-23.5,0.10486
before,2024-03-15,35.5,-23.25,0.107476
before,2024-03-15,35.5,-23.0,0.110077
before,2024-03-15,35.5,-22.75,0.117863
before,2024-03-15,35.5,-22.5,0.12409
before,2024-03-15,35.5,-22.25,0.130175
before,2024-03-15,35.5,-22.0,0.134371
before,2024-03-15,35.5,-21.75,0.133254
before,2024-03-15,35.5,-21.5,0.121578
before,2024-03-15,35.5,-21.25,0.114326
before,2024-03-15,35.5,-21.0,0.109434
before,2024-03-15,35.5,-20.75,0.107145
before,2024-03-15,35.5,-20.5,0.133867
before,2024-03-15,35.5,-20.25,0.156958
before,2024-03-15,35.5,-20.0,0.167817
before,2024-03-15,35.5,-19.75,0.179225
before,2024-03-15,35.5,-19.5,0.185541
before,2024-03-15,35.5,-19.25,0.18604
before,2024-03-15,35.5,-19.0,0.191528
before,2024-03-15,35.5,-18.75,0.21251
before,2024-03-15,35.5,-18.5,0.205565
before,2024-03-15,35.5,-18.25,0.190737
before,2024-03-15,35.5,-18.0,0.177374
before,2024-03-15,35.5,-17.75,0.171245
before,2024-03-15,35.5,-17.5,0.162896
before,2024-03-15,35.5,-17.25,0.161845
before,2024-03-15,35.5,-17.0,0.163999
before,2024-03-15,35.5,-16.75,0.16958
before,2024-03-15,35.5,-16.5,0.186748
before,2024-03-15,35.5,-16.25,0.187202
before,2024-03-15,35.5,-16.0,0.17082
before,2024-03-15,35.5,-15.75,0.154694
before,2024-03-15,35.5,-15.5,0.167372
before,2024-03-15,35.5,-15.25,0.224111
before,2024-03-15,35.5,-15.0,0.293772
before,2024-03-15,35.5,-14.75,0.35505
before,2024-03-15,35.5,-14.5,0.375783
before,2024-03-15,35.5,-14.25,0.329874
before,2024-03-15,35.5,-14.0,0.24302
before,2024-03-15,35.5,-13.75,0.194595
before,2024-03-15,35.5,-13.5,0.179718
before,2024-03-15,35.5,-13.25,0.184519
before,2024-03-15,35.5,-13.0,0.178172
before,2024-03-15,35.5,-12.75,0.17165
before,2024-03-15,35.5,-12.5,0.259108
before,2024-03-15,35.5,-12.25,0.33089
before,2024-03-15,35.5,-12.0,0.36872
before,2024-03-15,35.5,-11.75,0.36827
before,2024-03-15,35.5,-11.5,0.352204
before,2024-03-15,35.5,-11.25,0.329518
before,2024-03-15,35.5,-11.0,0.294525
before,2024-03-15,35.5,-10.75,0.283957
before,2024-03-15,35.5,-10.5,0.259255
before,2024-03-15,35.5,-10.25,0.230956
before,2024-03-15,35.5,-10.0,0.271871
before,2024-03-15,35.75,-60.0,0.177401
before,2024-03-15,35.75,-59.75,0.191006
before,2024-03-15,35.75,-59.5,0.19209
before,2024-03-15,35.75,-59.25,0.205977
