time,latitude,longitude,chl
2024-04-24,25.0,-56.0,0.050452
2024-04-24,25.0,-55.75,0.050007
2024-04-24,25.0,-55.5,0.049839
2024-04-24,25.0,-55.25,0.04913
2024-04-24,25.0,-55.0,0.049207
2024-04-24,25.0,-54.75,0.049508
2024-04-24,25.0,-54.5,0.050514
2024-04-24,25.0,-54.25,0.051986
2024-04-24,25.0,-54.0,0.052931
2024-04-24,25.0,-53.75,0.053589
2024-04-24,25.0,-53.5,0.055266
2024-04-24,25.0,-53.25,0.057014
2024-04-24,25.0,-53.0,0.059681
2024-04-24,25.0,-52.75,0.059791
2024-04-24,25.0,-52.5,0.058871
2024-04-24,25.0,-52.25,0.057481
2024-04-24,25.0,-52.0,0.056473
2024-04-24,25.0,-51.75,0.056586
2024-04-24,25.0,-51.5,0.056799
2024-04-24,25.0,-51.25,0.052384
2024-04-24,25.0,-51.0,0.047018
2024-04-24,25.0,-50.75,0.047233
2024-04-24,25.0,-50.5,0.049394
2024-04-24,25.0,-50.25,0.046748
2024-04-24,25.0,-50.0,0.044967
2024-04-24,25.0,-49.75,0.045201
2024-04-24,25.0,-49.5,0.046334
2024-04-24,25.0,-49.25,0.046505
2024-04-24,25.0,-49.0,0.048391
2024-04-24,25.0,-48.75,0.050798
2024-04-24,25.0,-48.5,0.052017
2024-04-24,25.0,-48.25,0.05295
2024-04-24,25.0,-48.0,0.055204
2024-04-24,25.0,-47.75,0.053831
2024-04-24,25.0,-47.5,0.053436
2024-04-24,25.0,-47.25,0.053511
2024-04-24,25.0,-47.0,0.052202
2024-04-24,25.0,-46.75,0.05088
2024-04-24,25.0,-46.5,0.050309
2024-04-24,25.0,-46.25,0.0501
2024-04-24,25.0,-46.0,0.050535
2024-04-24,25.0,-45.75,0.050693
2024-04-24,25.0,-45.5,0.045914
2024-04-24,25.0,-45.25,0.046607
2024-04-24,25.0,-45.0,0.051804
2024-04-24,25.0,-44.75,0.053529
2024-04-24,25.0,-44.5,0.054333
2024-04-24,25.0,-44.25,0.053538
2024-04-24,25.0,-44.0,0.054717
2024-04-24,25.0,-43.75,0.055088
2024-04-24,25.0,-43.5,0.055417
2024-04-24,25.0,-43.25,0.056109
2024-04-24,25.0,-43.0,0.05712
2024-04-24,25.0,-42.75,0.054397
2024-04-24,25.0,-42.5,0.0488
2024-04-24,25.0,-42.25,0.049339
2024-04-24,25.0,-42.0,0.050056
2024-04-24,25.0,-41.75,0.051025
2024-04-24,25.0,-41.5,0.05443
2024-04-24,25.0,-41.25,0.058526
2024-04-24,25.0,-41.0,0.064792
2024-04-24,25.0,-40.75,0.068798
2024-04-24,25.0,-40.5,0.066083
2024-04-24,25.0,-40.25,0.061821
2024-04-24,25.0,-40.0,0.059003
2024-04-24,25.0,-39.75,0.057897
2024-04-24,25.0,-39.5,0.055219
2024-04-24,25.0,-39.25,0.052035
2024-04-24,25.0,-39.0,0.050018
2024-04-24,25.0,-38.75,0.050902
2024-04-24,25.0,-38.5,0.052947
2024-04-24,25.0,-38.25,0.053824
2024-04-24,25.0,-38.0,0.054116
2024-04-24,25.0,-37.75,0.056698
2024-04-24,25.0,-37.5,0.063058
2024-04-24,25.0,-37.25,0.053633
2024-04-24,25.0,-37.0,0.053487
2024-04-24,25.0,-36.75,0.053409
2024-04-24,25.0,-36.5,0.052643
2024-04-24,25.0,-36.25,0.051966
2024-04-24,25.0,-36.0,0.051456
2024-04-24,25.0,-35.75,0.051138
2024-04-24,25.0,-35.5,0.051524
2024-04-24,25.0,-35.25,0.051373
2024-04-24,25.0,-35.0,0.050292
2024-04-24,25.0,-34.75,0.049616
2024-04-24,25.0,-34.5,0.049476
2024-04-24,25.0,-34.25,0.050859
2024-04-24,25.0,-34.0,0.052288
2024-04-24,25.0,-33.75,0.054565
2024-04-24,25.0,-33.5,0.056175
2024-04-24,25.0,-33.25,0.055722
2024-04-24,25.0,-33.0,0.055177
2024-04-24,25.0,-32.75,0.057601
2024-04-24,25.0,-32.5,0.060164
2024-04-24,25.0,-32.25,0.061942
2024-04-24,25.0,-32.0,0.060207
2024-04-24,25.0,-31.75,0.058736
2024-04-24,25.0,-31.5,0.058076
2024-04-24,25.0,-31.25,0.057978
2024-04-24,25.0,-31.0,0.058524
2024-04-24,25.0,-30.75,0.060027
2024-04-24,25.0,-30.5,0.061891
2024-04-24,25.0,-30.25,0.061585
2024-04-24,25.0,-30.0,0.060601
2024-04-24,25.0,-29.75,0.06095
2024-04-24,25.0,-29.5,0.060476
2024-04-24,25.0,-29.25,0.06136
2024-04-24,25.0,-29.0,0.062991
2024-04-24,25.0,-28.75,0.06373
2024-04-24,25.0,-28.5,0.063511
2024-04-24,25.0,-28.25,0.062657
2024-04-24,25.0,-28.0,0.06218
2024-04-24,25.0,-27.75,0.062447
2024-04-24,25.0,-27.5,0.064047
2024-04-24,25.0,-27.25,0.068131
2024-04-24,25.0,-27.0,0.070714
2024-04-24,25.0,-26.75,0.070723
2024-04-24,25.0,-26.5,0.06962
2024-04-24,25.0,-26.25,0.067648
2024-04-24,25.0,-26.0,0.066086
2024-04-24,25.0,-25.75,0.070863
2024-04-24,25.0,-25.5,0.07433
2024-04-24,25.0,-25.25,0.076401
2024-04-24,25.0,-25.0,0.077249
2024-04-24,25.0,-24.75,0.078607
2024-04-24,25.0,-24.5,0.079986
2024-04-24,25.0,-24.25,0.081012
2024-04-24,25.0,-24.0,0.079284
2024-04-24,25.0,-23.75,0.075861
2024-04-24,25.0,-23.5,0.075797
2024-04-24,25.0,-23.25,0.076266
2024-04-24,25.0,-23.0,0.07779
2024-04-24,25.0,-22.75,0.077941
2024-04-24,25.0,-22.5,0.079133
2024-04-24,25.0,-22.25,0.080211
2024-04-24,25.0,-22.0,0.082132
2024-04-24,25.0,-21.75,0.084602
2024-04-24,25.0,-21.5,0.088445
2024-04-24,25.0,-21.25,0.090249
2024-04-24,25.0,-21.0,0.091961
2024-04-24,25.0,-20.75,0.091099
2024-04-24,25.0,-20.5,0.086338
2024-04-24,25.0,-20.25,0.090732
2024-04-24,25.0,-20.0,0.094297
2024-04-24,25.0,-19.75,0.094196
2024-04-24,25.0,-19.5,0.0955
2024-04-24,25.0,-19.25,0.100497
2024-04-24,25.0,-19.0,0.105067
2024-04-24,25.0,-18.75,0.105663
2024-04-24,25.0,-18.5,0.104079
2024-04-24,25.0,-18.25,0.106481
2024-04-24,25.0,-18.0,0.111586
2024-04-24,25.0,-17.75,0.112856
2024-04-24,25.0,-17.5,0.11095
2024-04-24,25.0,-17.25,0.116565
2024-04-24,25.0,-17.0,0.131704
2024-04-24,25.0,-16.75,0.16016
2024-04-24,25.0,-16.5,0.283003
2024-04-24,25.0,-16.25,0.669489
2024-04-24,25.0,-16.0,1.096623
2024-04-24,25.0,-15.75,1.590606
2024-04-24,25.0,-15.5,2.008342
2024-04-24,25.0,-15.25,1.7031
2024-04-24,25.0,-15.0,1.556852
2024-04-24,25.0,-14.75,
2024-04-24,25.0,-14.5,
2024-04-24,25.0,-14.25,
2024-04-24,25.0,-14.0,
2024-04-24,25.0,-13.75,
2024-04-24,25.0,-13.5,
2024-04-24,25.0,-13.25,
2024-04-24,25.0,-13.0,
2024-04-24,25.0,-12.75,
2024-04-24,25.0,-12.5,
2024-04-24,25.0,-12.25,
2024-04-24,25.0,-12.0,
2024-04-24,25.0,-11.75,
2024-04-24,25.0,-11.5,
2024-04-24,25.0,-11.25,
2024-04-24,25.0,-11.0,
2024-04-24,25.0,-10.75,
2024-04-24,25.0,-10.5,
2024-04-24,25.0,-10.25,
2024-04-24,25.0,-10.0,
2024-04-24,25.0,-9.75,
2024-04-24,25.0,-9.5,
2024-04-24,25.0,-9.25,
2024-04-24,25.0,-9.0,
2024-04-24,25.0,-8.75,
2024-04-24,25.0,-8.5,
2024-04-24,25.0,-8.25,
2024-04-24,25.0,-8.0,
2024-04-24,25.0,-7.75,
2024-04-24,25.0,-7.5,
2024-04-24,25.0,-7.25,
2024-04-24,25.0,-7.0,
2024-04-24,25.0,-6.75,
2024-04-24,25.0,-6.5,
2024-04-24,25.0,-6.25,
2024-04-24,25.0,-6.0,
2024-04-24,25.0,-5.75,
2024-04-24,25.0,-5.5,
2024-04-24,25.0,-5.25,
2024-04-24,25.0,-5.0,
2024-04-24,25.0,-4.75,
2024-04-24,25.0,-4.5,
2024-04-24,25.0,-4.25,
2024-04-24,25.0,-4.0,
2024-04-24,25.0,-3.75,
2024-04-24,25.0,-3.5,
2024-04-24,25.0,-3.25,
2024-04-24,25.0,-3.0,
2024-04-24,25.0,-2.75,
2024-04-24,25.0,-2.5,
2024-04-24,25.0,-2.25,
2024-04-24,25.0,-2.0,
2024-04-24,25.0,-1.75,
2024-04-24,25.0,-1.5,
2024-04-24,25.0,-1.25,
2024-04-24,25.0,-1.0,
2024-04-24,25.0,-0.75,
2024-04-24,25.0,-0.5,
2024-04-24,25.0,-0.25,
2024-04-24,25.0,0.0,
2024-04-24,25.0,0.25,
2024-04-24,25.0,0.5,
2024-04-24,25.0,0.75,
2024-04-24,25.0,1.0,
2024-04-24,25.0,1.25,
2024-04-24,25.0,1.5,
2024-04-24,25.0,1.75,
2024-04-24,25.0,2.0,
2024-04-24,25.0,2.25,
2024-04-24,25.0,2.5,
2024-04-24,25.0,2.75,
2024-04-24,25.0,3.0,
2024-04-24,25.0,3.25,
2024-04-24,25.0,3.5,
2024-04-24,25.0,3.75,
2024-04-24,25.0,4.0,
2024-04-24,25.0,4.25,
2024-04-24,25.0,4.5,
2024-04-24,25.0,4.75,
2024-04-24,25.0,5.0,
2024-04-24,25.0,5.25,
2024-04-24,25.0,5.5,
2024-04-24,25.0,5.75,
2024-04-24,25.0,6.0,
2024-04-24,25.0,6.25,
2024-04-24,25.0,6.5,
2024-04-24,25.0,6.75,
2024-04-24,25.0,7.0,
2024-04-24,25.0,7.25,
2024-04-24,25.0,7.5,
2024-04-24,25.0,7.75,
2024-04-24,25.0,8.0,
2024-04-24,25.0,8.25,
2024-04-24,25.0,8.5,
2024-04-24,25.0,8.75,
2024-04-24,25.0,9.0,
2024-04-24,25.0,9.25,
2024-04-24,25.0,9.5,
2024-04-24,25.0,9.75,
2024-04-24,25.0,10.0,
2024-04-24,25.0,10.25,
2024-04-24,25.0,10.5,
2024-04-24,25.0,10.75,
2024-04-24,25.0,11.0,
2024-04-24,25.0,11.25,
2024-04-24,25.0,11.5,
2024-04-24,25.0,11.75,
2024-04-24,25.0,12.0,
2024-04-24,25.0,12.25,
2024-04-24,25.0,12.5,
2024-04-24,25.0,12.75,
2024-04-24,25.0,13.0,
2024-04-24,25.0,13.25,
2024-04-24,25.0,13.5,
2024-04-24,25.0,13.75,
2024-04-24,25.0,14.0,
2024-04-24,25.0,14.25,
2024-04-24,25.0,14.5,
2024-04-24,25.0,14.75,
2024-04-24,25.0,15.0,
2024-04-24,25.0,15.25,
2024-04-24,25.0,15.5,
2024-04-24,25.0,15.75,
2024-04-24,25.0,16.0,
2024-04-24,25.0,16.25,
2024-04-24,25.0,16.5,
2024-04-24,25.0,16.75,
2024-04-24,25.0,17.0,
2024-04-24,25.0,17.25,
2024-04-24,25.0,17.5,
2024-04-24,25.0,17.75,
2024-04-24,25.0,18.0,
2024-04-24,25.0,18.25,
2024-04-24,25.0,18.5,
2024-04-24,25.0,18.75,
2024-04-24,25.0,19.0,
2024-04-24,25.0,19.25,
2024-04-24,25.0,19.5,
2024-04-24,25.0,19.75,
2024-04-24,25.0,20.0,
2024-04-24,25.25,-80.0,0.151445
2024-04-24,25.25,-79.75,0.180091
2024-04-24,25.25,-79.5,0.180861
2024-04-24,25.25,-79.25,0.136619
2024-04-24,25.25,-79.0,0.150432
2024-04-24,25.25,-78.75,0.14321
2024-04-24,25.25,-78.5,0.139072
2024-04-24,25.25,-78.25,0.121256
2024-04-24,25.25,-78.0,
2024-04-24,25.25,-77.75,0.096837
2024-04-24,25.25,-77.5,0.091325
2024-04-24,25.25,-77.25,
2024-04-24,25.25,-77.0,0.093525
2024-04-24,25.25,-76.75,0.092621
2024-04-24,25.25,-76.5,0.093334
2024-04-24,25.25,-76.25,
2024-04-24,25.25,-76.0,0.077744
2024-04-24,25.25,-75.75,0.0776
2024-04-24,25.25,-75.5,0.078978
2024-04-24,25.25,-75.25,0.080454
2024-04-24,25.25,-75.0,0.078513
2024-04-24,25.25,-74.75,0.077137
2024-04-24,25.25,-74.5,0.078316
2024-04-24,25.25,-74.25,0.080827
2024-04-24,25.25,-74.0,0.081671
2024-04-24,25.25,-73.75,0.081299
2024-04-24,25.25,-73.5,0.078274
2024-04-24,25.25,-73.25,0.072646
2024-04-24,25.25,-73.0,0.067038
2024-04-24,25.25,-72.75,0.064278
2024-04-24,25.25,-72.5,0.064008
2024-04-24,25.25,-72.25,0.064541
2024-04-24,25.25,-72.0,0.064588
2024-04-24,25.25,-71.75,0.064051
2024-04-24,25.25,-71.5,0.063398
2024-04-24,25.25,-71.25,0.062812
2024-04-24,25.25,-71.0,0.062794
2024-04-24,25.25,-70.75,0.063555
2024-04-24,25.25,-70.5,0.064304
2024-04-24,25.25,-70.25,0.063737
2024-04-24,25.25,-70.0,0.063137
2024-04-24,25.25,-69.75,0.062394
2024-04-24,25.25,-69.5,0.061341
2024-04-24,25.25,-69.25,0.060834
2024-04-24,25.25,-69.0,0.061438
2024-04-24,25.25,-68.75,0.062556
2024-04-24,25.25,-68.5,0.063383
2024-04-24,25.25,-68.25,0.064243
2024-04-24,25.25,-68.0,0.064721
2024-04-24,25.25,-67.75,0.064756
2024-04-24,25.25,-67.5,0.064291
2024-04-24,25.25,-67.25,0.063826
2024-04-24,25.25,-67.0,0.063385
2024-04-24,25.25,-66.75,0.063159
2024-04-24,25.25,-66.5,0.063441
2024-04-24,25.25,-66.25,0.064405
2024-04-24,25.25,-66.0,0.065826
2024-04-24,25.25,-65.75,0.066115
2024-04-24,25.25,-65.5,0.065991
2024-04-24,25.25,-65.25,0.065718
2024-04-24,25.25,-65.0,0.065636
2024-04-24,25.25,-64.75,0.064631
2024-04-24,25.25,-64.5,0.061057
2024-04-24,25.25,-64.25,0.059461
2024-04-24,25.25,-64.0,0.059662
2024-04-24,25.25,-63.75,0.059421
2024-04-24,25.25,-63.5,0.059544
2024-04-24,25.25,-63.25,0.062113
2024-04-24,25.25,-63.0,0.066666
2024-04-24,25.25,-62.75,0.071375
2024-04-24,25.25,-62.5,0.073971
2024-04-24,25.25,-62.25,0.075959
2024-04-24,25.25,-62.0,0.066131
2024-04-24,25.25,-61.75,0.059492
2024-04-24,25.25,-61.5,0.059922
2024-04-24,25.25,-61.25,0.062269
2024-04-24,25.25,-61.0,0.0637
2024-04-24,25.25,-60.75,0.060875
2024-04-24,25.25,-60.5,0.055148
2024-04-24,25.25,-60.25,0.05402
2024-04-24,25.25,-60.0,0.055759
2024-04-24,25.25,-59.75,0.054867
2024-04-24,25.25,-59.5,0.054272
2024-04-24,25.25,-59.25,0.055012
2024-04-24,25.25,-59.0,0.057893
2024-04-24,25.25,-58.75,0.061658
2024-04-24,25.25,-58.5,0.062724
2024-04-24,25.25,-58.25,0.062664
2024-04-24,25.25,-58.0,0.06188
2024-04-24,25.25,-57.75,0.060652
2024-04-24,25.25,-57.5,0.058958
2024-04-24,25.25,-57.25,0.057838
2024-04-24,25.25,-57.0,0.056294
2024-04-24,25.25,-56.75,0.054632
2024-04-24,25.25,-56.5,0.052881
2024-04-24,25.25,-56.25,0.051759
2024-04-24,25.25,-56.0,0.050258
2024-04-24,25.25,-55.75,0.04923
2024-04-24,25.25,-55.5,0.049123
2024-04-24,25.25,-55.25,0.049242
2024-04-24,25.25,-55.0,0.0497
2024-04-24,25.25,-54.75,0.0501
2024-04-24,25.25,-54.5,0.051001
2024-04-24,25.25,-54.25,0.05191
2024-04-24,25.25,-54.0,0.052996
2024-04-24,25.25,-53.75,0.05396
2024-04-24,25.25,-53.5,0.054713
2024-04-24,25.25,-53.25,0.055774
2024-04-24,25.25,-53.0,0.057483
2024-04-24,25.25,-52.75,0.057809
2024-04-24,25.25,-52.5,0.056736
2024-04-24,25.25,-52.25,0.055716
2024-04-24,25.25,-52.0,0.054746
2024-04-24,25.25,-51.75,0.05501
2024-04-24,25.25,-51.5,0.054072
2024-04-24,25.25,-51.25,0.054371
2024-04-24,25.25,-51.0,0.050146
2024-04-24,25.25,-50.75,0.050706
2024-04-24,25.25,-50.5,0.051282
2024-04-24,25.25,-50.25,0.047506
2024-04-24,25.25,-50.0,0.044971
2024-04-24,25.25,-49.75,0.044212
2024-04-24,25.25,-49.5,0.044405
2024-04-24,25.25,-49.25,0.044838
2024-04-24,25.25,-49.0,0.046164
2024-04-24,25.25,-48.75,0.048457
2024-04-24,25.25,-48.5,0.051047
2024-04-24,25.25,-48.25,0.051606
2024-04-24,25.25,-48.0,0.055132
2024-04-24,25.25,-47.75,0.053949
2024-04-24,25.25,-47.5,0.05293
2024-04-24,25.25,-47.25,0.052933
2024-04-24,25.25,-47.0,0.051333
2024-04-24,25.25,-46.75,0.049464
2024-04-24,25.25,-46.5,0.048493
2024-04-24,25.25,-46.25,0.048787
2024-04-24,25.25,-46.0,0.049758
2024-04-24,25.25,-45.75,0.049782
2024-04-24,25.25,-45.5,0.047037
2024-04-24,25.25,-45.25,0.051687
2024-04-24,25.25,-45.0,0.058127
2024-04-24,25.25,-44.75,0.056097
2024-04-24,25.25,-44.5,0.05425
2024-04-24,25.25,-44.25,0.054234
2024-04-24,25.25,-44.0,0.055768
2024-04-24,25.25,-43.75,0.055388
2024-04-24,25.25,-43.5,0.055989
2024-04-24,25.25,-43.25,0.058741
2024-04-24,25.25,-43.0,0.060047
2024-04-24,25.25,-42.75,0.049936
2024-04-24,25.25,-42.5,0.047648
2024-04-24,25.25,-42.25,0.047839
2024-04-24,25.25,-42.0,0.047142
2024-04-24,25.25,-41.75,0.04692
2024-04-24,25.25,-41.5,0.047463
2024-04-24,25.25,-41.25,0.051029
2024-04-24,25.25,-41.0,0.060984
2024-04-24,25.25,-40.75,0.070799
2024-04-24,25.25,-40.5,0.066761
2024-04-24,25.25,-40.25,0.065271
2024-04-24,25.25,-40.0,0.057805
2024-04-24,25.25,-39.75,0.055228
2024-04-24,25.25,-39.5,0.054579
2024-04-24,25.25,-39.25,0.05132
2024-04-24,25.25,-39.0,0.04936
2024-04-24,25.25,-38.75,0.049955
2024-04-24,25.25,-38.5,0.051069
2024-04-24,25.25,-38.25,0.052092
2024-04-24,25.25,-38.0,0.054369
2024-04-24,25.25,-37.75,0.05849
2024-04-24,25.25,-37.5,0.062072
2024-04-24,25.25,-37.25,0.054718
2024-04-24,25.25,-37.0,0.053045
2024-04-24,25.25,-36.75,0.051799
2024-04-24,25.25,-36.5,0.050996
2024-04-24,25.25,-36.25,0.050238
2024-04-24,25.25,-36.0,0.050064
2024-04-24,25.25,-35.75,0.050051
2024-04-24,25.25,-35.5,0.04944
2024-04-24,25.25,-35.25,0.049047
2024-04-24,25.25,-35.0,0.050097
2024-04-24,25.25,-34.75,0.050189
2024-04-24,25.25,-34.5,0.051131
2024-04-24,25.25,-34.25,0.053843
2024-04-24,25.25,-34.0,0.053712
2024-04-24,25.25,-33.75,0.05476
2024-04-24,25.25,-33.5,0.055301
2024-04-24,25.25,-33.25,0.05477
2024-04-24,25.25,-33.0,0.05462
2024-04-24,25.25,-32.75,0.055199
2024-04-24,25.25,-32.5,0.057599
2024-04-24,25.25,-32.25,0.064111
2024-04-24,25.25,-32.0,0.064529
2024-04-24,25.25,-31.75,0.061272
2024-04-24,25.25,-31.5,0.057909
2024-04-24,25.25,-31.25,0.057699
2024-04-24,25.25,-31.0,0.058386
2024-04-24,25.25,-30.75,0.059326
2024-04-24,25.25,-30.5,0.061147
2024-04-24,25.25,-30.25,0.062457
2024-04-24,25.25,-30.0,0.059581
2024-04-24,25.25,-29.75,0.059506
2024-04-24,25.25,-29.5,0.059923
2024-04-24,25.25,-29.25,0.060749
2024-04-24,25.25,-29.0,0.061182
2024-04-24,25.25,-28.75,0.061505
2024-04-24,25.25,-28.5,0.06166
2024-04-24,25.25,-28.25,0.061706
2024-04-24,25.25,-28.0,0.061652
2024-04-24,25.25,-27.75,0.061786
2024-04-24,25.25,-27.5,0.062585
2024-04-24,25.25,-27.25,0.065575
2024-04-24,25.25,-27.0,0.069244
2024-04-24,25.25,-26.75,0.069065
2024-04-24,25.25,-26.5,0.066601
2024-04-24,25.25,-26.25,0.064338
2024-04-24,25.25,-26.0,0.06435
2024-04-24,25.25,-25.75,0.069665
2024-04-24,25.25,-25.5,0.072657
2024-04-24,25.25,-25.25,0.074181
2024-04-24,25.25,-25.0,0.075911
2024-04-24,25.25,-24.75,0.077363
2024-04-24,25.25,-24.5,0.076664
2024-04-24,25.25,-24.25,0.076884
2024-04-24,25.25,-24.0,0.075541
2024-04-24,25.25,-23.75,0.072153
2024-04-24,25.25,-23.5,0.071435
2024-04-24,25.25,-23.25,0.072491
2024-04-24,25.25,-23.0,0.074968
2024-04-24,25.25,-22.75,0.076495
2024-04-24,25.25,-22.5,0.079669
2024-04-24,25.25,-22.25,0.080137
2024-04-24,25.25,-22.0,0.081516
2024-04-24,25.25,-21.75,0.082592
2024-04-24,25.25,-21.5,0.084823
2024-04-24,25.25,-21.25,0.085337
2024-04-24,25.25,-21.0,0.085859
2024-04-24,25.25,-20.75,0.086634
2024-04-24,25.25,-20.5,0.090092
2024-04-24,25.25,-20.25,0.096594
2024-04-24,25.25,-20.0,0.097197
2024-04-24,25.25,-19.75,0.096004
2024-04-24,25.25,-19.5,0.095
2024-04-24,25.25,-19.25,0.093883
2024-04-24,25.25,-19.0,0.094058
2024-04-24,25.25,-18.75,0.093454
2024-04-24,25.25,-18.5,0.092579
2024-04-24,25.25,-18.25,0.093273
2024-04-24,25.25,-18.0,0.09393
2024-04-24,25.25,-17.75,0.094072
2024-04-24,25.25,-17.5,0.093904
2024-04-24,25.25,-17.25,0.094386
2024-04-24,25.25,-17.0,0.098274
2024-04-24,25.25,-16.75,0.120569
2024-04-24,25.25,-16.5,0.176783
2024-04-24,25.25,-16.25,0.449792
2024-04-24,25.25,-16.0,0.817138
2024-04-24,25.25,-15.75,0.940528
2024-04-24,25.25,-15.5,1.1059
2024-04-24,25.25,-15.25,1.126202
2024-04-24,25.25,-15.0,1.116164
2024-04-24,25.25,-14.75,
2024-04-24,25.25,-14.5,
2024-04-24,25.25,-14.25,
2024-04-24,25.25,-14.0,
2024-04-24,25.25,-13.75,
2024-04-24,25.25,-13.5,
2024-04-24,25.25,-13.25,
2024-04-24,25.25,-13.0,
2024-04-24,25.25,-12.75,
2024-04-24,25.25,-12.5,
2024-04-24,25.25,-12.25,
2024-04-24,25.25,-12.0,
2024-04-24,25.25,-11.75,
2024-04-24,25.25,-11.5,
2024-04-24,25.25,-11.25,
2024-04-24,25.25,-11.0,
2024-04-24,25.25,-10.75,
2024-04-24,25.25,-10.5,
2024-04-24,25.25,-10.25,
2024-04-24,25.25,-10.0,
2024-04-24,25.25,-9.75,
2024-04-24,25.25,-9.5,
2024-04-24,25.25,-9.25,
2024-04-24,25.25,-9.0,
2024-04-24,25.25,-8.75,
2024-04-24,25.25,-8.5,
2024-04-24,25.25,-8.25,
2024-04-24,25.25,-8.0,
2024-04-24,25.25,-7.75,
2024-04-24,25.25,-7.5,
2024-04-24,25.25,-7.25,
2024-04-24,25.25,-7.0,
2024-04-24,25.25,-6.75,
2024-04-24,25.25,-6.5,
2024-04-24,25.25,-6.25,
2024-04-24,25.25,-6.0,
2024-04-24,25.25,-5.75,
2024-04-24,25.25,-5.5,
2024-04-24,25.25,-5.25,
2024-04-24,25.25,-5.0,
2024-04-24,25.25,-4.75,
2024-04-24,25.25,-4.5,
